"ts","device","co","humidity","light","lpg","motion","smoke","temp"
"1.5948524921620018E9","00:0f:00:70:91:0a","0.005842551582398038","73.30000305175781","false","0.00861816122664811","false","0.02317938850122289","18.5"
"1.594852492378566E9","b8:27:eb:bf:9d:51","0.0056121053062984485","46.2","false","0.008370894408240594","false","0.022469697102275907","23.2"
"1.5948524934940543E9","1c:bf:ce:15:ec:4d","0.003781887775967193","53.400001525878906","true","0.006291699188642888","false","0.01656298057592903","30.200000762939453"
"1.594852496063814E9","b8:27:eb:bf:9d:51","0.00559817938305398","46.2","false","0.008355862978934451","false","0.02242660038279893","23.2"
"1.5948524970502214E9","00:0f:00:70:91:0a","0.005726866590400501","73.19999694824219","false","0.008494376268610352","false","0.022823931762367734","18.5"
"1.594852498371877E9","1c:bf:ce:15:ec:4d","0.003783474758364943","53.29999923706055","true","0.006293608985973746","false","0.01656835098662582","30.100000381469727"
"1.5948524997520912E9","b8:27:eb:bf:9d:51","0.0055790603569967154","46.2","false","0.008335209334379548","false","0.02236739279200926","23.2"
"1.5948525024780936E9","00:0f:00:70:91:0a","0.0059217611111317065","73.19999694824219","false","0.008702525811179947","false","0.023421846873018074","18.5"
"1.5948525034399717E9","b8:27:eb:bf:9d:51","0.0056016181547627565","46.2","false","0.00835957569739484","false","0.02243724465350738","23.3"
"1.594852505926801E9","1c:bf:ce:15:ec:4d","0.0037850625050836867","53.400001525878906","true","0.006295519481380617","false","0.016573723471509285","30.200000762939453"
"1.594852506830864E9","00:0f:00:70:91:0a","0.005842551582398038","73.30000305175781","false","0.00861816122664811","false","0.02317938850122289","18.5"
"1.5948525071281466E9","b8:27:eb:bf:9d:51","0.005610365634952436","46.2","false","0.008369017197882394","false","0.022464314650378195","23.2"
"1.594852510269512E9","1c:bf:ce:15:ec:4d","0.003783474758364943","53.400001525878906","true","0.006293608985973746","false","0.01656835098662582","30.200000762939453"
"1.594852510814499E9","b8:27:eb:bf:9d:51","0.005587722087374959","46.2","false","0.008344568733642843","false","0.022394222047881024","23.3"
"1.5948525145003622E9","b8:27:eb:bf:9d:51","0.00562960786515339","46.2","false","0.00838977178090624","false","0.022523828027317963","23.3"
"1.5948525151464736E9","1c:bf:ce:15:ec:4d","0.0037850625050836867","53.29999923706055","true","0.006295519481380617","false","0.016573723471509285","30.100000381469727"
"1.5948525181862137E9","b8:27:eb:bf:9d:51","0.005580788892128669","46.2","false","0.008337077417149613","false","0.02237274759463011","23.2"
"1.5948525195805244E9","00:0f:00:70:91:0a","0.0059217611111317065","73.19999694824219","false","0.008702525811179947","false","0.023421846873018074","18.5"
"1.594852521628169E9","1c:bf:ce:15:ec:4d","0.0037978186708846956","53.400001525878906","true","0.006310860618680049","false","0.016616868156681334","30.100000381469727"
