"ts","device","co","humidity","light","lpg","motion","smoke","temp"
"1.5951360589464264E9","1c:bf:ce:15:ec:4d","0.004347436068890301","56.599998474121094","true","0.006959077605567231","false","0.018446223908098164","27.899999618530273"
"1.5951360619669545E9","b8:27:eb:bf:9d:51","0.005818796903788487","50.3","false","0.008592799031944093","false","0.02310653075025201","22.7"
"1.5951360631450994E9","00:0f:00:70:91:0a","0.002500637421662118","77.5","false","0.004664473744820791","false","0.012031282508941777","19.5"
"1.595136065650642E9","b8:27:eb:bf:9d:51","0.0058298925458270855","50.3","false","0.008604649090593892","false","0.02314057048599595","22.7"
"1.5951360664958174E9","1c:bf:ce:15:ec:4d","0.004349435473697546","56.599998474121094","true","0.006961392720990523","false","0.018452778996469386","27.899999618530273"
"1.5951360693346522E9","b8:27:eb:bf:9d:51","0.005837331052351485","50.3","false","0.008612589864329011","false","0.023163382443792707","22.7"
"1.595136070859065E9","1c:bf:ce:15:ec:4d","0.004407077263745722","56.79999923706055","true","0.007028010401903104","false","0.018641465821737997","27.899999618530273"
"1.5951360730184007E9","b8:27:eb:bf:9d:51","0.005781985937730687","50.3","false","0.008553440349244735","false","0.02299349445669931","22.7"
"1.5951360744779902E9","00:0f:00:70:91:0a","0.0024735163023208388","77.4000015258789","false","0.004627822009506265","false","0.011930326457101114","19.5"
"1.5951360746695037E9","1c:bf:ce:15:ec:4d","0.004341544997156483","56.599998474121094","true","0.006952254607111063","false","0.0184269059272954","27.899999618530273"
"1.5951360766818993E9","b8:27:eb:bf:9d:51","0.0058298925458270855","50.3","false","0.008604649090593892","false","0.02314057048599595","22.7"
"1.5951360784776337E9","1c:bf:ce:15:ec:4d","0.004310346782817193","56.599998474121094","true","0.006916078246683563","false","0.0183245012883274","27.899999618530273"
"1.5951360802748415E9","b8:27:eb:bf:9d:51","0.005833652290635458","50.3","false","0.008608663053138512","false","0.02315210146815425","22.7"
"1.595136082124948E9","00:0f:00:70:91:0a","0.0024336644897368573","77.4000015258789","false","0.004573763471529355","false","0.01178152350538846","19.5"
"1.5951360828204758E9","1c:bf:ce:15:ec:4d","0.004341544997156483","56.599998474121094","true","0.006952254607111063","false","0.0184269059272954","27.899999618530273"
"1.595136083978338E9","b8:27:eb:bf:9d:51","0.005826274739231579","50.3","false","0.008600785987488787","false","0.023129473226783753","22.7"
"1.595136087166325E9","1c:bf:ce:15:ec:4d","0.004325913612254285","56.599998474121094","true","0.006934138019244012","false","0.018375618640771522","27.899999618530273"
"1.5951360876647613E9","b8:27:eb:bf:9d:51","0.005826219163405334","50.3","false","0.008600726638306255","false","0.023129302741294107","22.7"
"1.595136091350124E9","b8:27:eb:bf:9d:51","0.005820710458947151","50.3","false","0.00859484313953278","false","0.02311240229728165","22.7"
