"ts","device","co","humidity","light","lpg","motion","smoke","temp"
"1.5949437354004192E9","00:0f:00:70:91:0a","0.0023752603459049585","74.0999984741211","false","0.004494094061855109","false","0.011562442283388933","19.5"
"1.5949437358287845E9","b8:27:eb:bf:9d:51","0.007117382493798608","50.5","false","0.00994084265842187","false","0.02699842428704128","21.5"
"1.5949437395165722E9","b8:27:eb:bf:9d:51","0.007163566672335778","50.4","false","0.009987464383259842","false","0.027133699450237185","21.5"
"1.5949437420813763E9","1c:bf:ce:15:ec:4d","0.004201901902191228","91.30000305175781","true","0.006789761001514248","false","0.017967221829278988","23.5"
"1.5949437424377272E9","00:0f:00:70:91:0a","0.002349947125072562","74.0999984741211","false","0.004459396262278498","false","0.011467110013121212","19.5"
"1.5949437432041094E9","b8:27:eb:bf:9d:51","0.007173885942627635","50.5","false","0.009997870040283963","false","0.02716389784620933","21.6"
"1.5949437468917315E9","b8:27:eb:bf:9d:51","0.007153264434001075","50.5","false","0.009977071764160203","false","0.02710354103288759","21.6"
"1.5949437505793781E9","b8:27:eb:bf:9d:51","0.007163566672335778","50.5","false","0.009987464383259842","false","0.027133699450237185","21.6"
"1.5949437541695983E9","1c:bf:ce:15:ec:4d","0.004201901902191228","91.19999694824219","true","0.006789761001514248","false","0.017967221829278988","23.5"
"1.5949437542669642E9","b8:27:eb:bf:9d:51","0.007137782111370959","50.5","false","0.00996144582656652","false","0.02705820004218173","21.6"
"1.5949437579547546E9","b8:27:eb:bf:9d:51","0.007122441172749993","50.5","false","0.009945953334937632","false","0.027013251051994522","21.6"
"1.5949437588740425E9","00:0f:00:70:91:0a","0.0023752603459049585","74.30000305175781","false","0.004494094061855109","false","0.011562442283388933","19.600000381469727"
"1.5949437616427686E9","b8:27:eb:bf:9d:51","0.007145651555895881","50.5","false","0.009969389438792841","false","0.027081249013427296","21.6"
"1.5949437622637644E9","1c:bf:ce:15:ec:4d","0.004222511235998344","91.19999694824219","true","0.00681383562560582","false","0.018035280517436927","23.5"
"1.5949437632282236E9","00:0f:00:70:91:0a","0.0023752603459049585","74.30000305175781","false","0.004494094061855109","false","0.011562442283388933","19.600000381469727"
"1.5949437653304172E9","b8:27:eb:bf:9d:51","0.007171386981567397","50.8","false","0.009995350539532452","false","0.027156585772784906","21.6"
"1.594943769018092E9","b8:27:eb:bf:9d:51","0.007119859869039136","50.9","false","0.00994334562380186","false","0.0270056856637826","21.6"
"1.5949437709402523E9","1c:bf:ce:15:ec:4d","0.004207499002889283","91.19999694824219","true","0.006796302432906965","false","0.017985712755854723","23.5"
"1.5949437727056158E9","b8:27:eb:bf:9d:51","0.00710962972861097","50.9","false","0.009933008253163964","false","0.02697569662507884","21.6"
