"ts","device","co","humidity","light","lpg","motion","smoke","temp"
"1.5949238076089406E9","1c:bf:ce:15:ec:4d","0.003646141193032885","62.599998474121094","true","0.006127506712323618","false","0.016101685036284546","26.399999618530273"
"1.5949238097182791E9","00:0f:00:70:91:0a","0.003005624543631895","74.69999694824219","false","0.005328329582543959","false","0.013868850669918685","19.399999618530273"
"1.5949238109120178E9","b8:27:eb:bf:9d:51","0.0062815609821110134","50.4","false","0.009081896483574272","false","0.024514094588880642","21.6"
"1.5949238135528207E9","1c:bf:ce:15:ec:4d","0.003646141193032885","62.599998474121094","true","0.006127506712323618","false","0.016101685036284546","26.399999618530273"
"1.5949238145981858E9","b8:27:eb:bf:9d:51","0.0062732394021940184","50.4","false","0.009073191350388128","false","0.024488996207410806","21.6"
"1.5949238146156995E9","00:0f:00:70:91:0a","0.0029050147565559603","74.69999694824219","false","0.005198697479294309","false","0.013508733329556249","19.399999618530273"
"1.5949238182868564E9","b8:27:eb:bf:9d:51","0.006298370394848836","50.4","false","0.009099470943784965","false","0.024564769747690667","21.6"
"1.5949238184311366E9","1c:bf:ce:15:ec:4d","0.003646141193032885","62.70000076293945","true","0.006127506712323618","false","0.016101685036284546","26.399999618530273"
"1.5949238189687245E9","00:0f:00:70:91:0a","0.0029381156266604295","74.69999694824219","false","0.005241481841731117","false","0.013627521132019194","19.399999618530273"
"1.5949238219745288E9","b8:27:eb:bf:9d:51","0.006269035659708403","50.4","false","0.009068792637363538","false","0.024476314592957495","21.6"
"1.5949238238541415E9","00:0f:00:70:91:0a","0.0029050147565559603","74.9000015258789","false","0.005198697479294309","false","0.013508733329556249","19.399999618530273"
"1.5949238243776555E9","1c:bf:ce:15:ec:4d","0.003646141193032885","62.70000076293945","true","0.006127506712323618","false","0.016101685036284546","26.399999618530273"
"1.5949238256622958E9","b8:27:eb:bf:9d:51","0.006248191915999719","50.4","false","0.009046970089706665","false","0.024413405774004842","21.5"
"1.5949238282057185E9","00:0f:00:70:91:0a","0.0029050147565559603","74.80000305175781","false","0.005198697479294309","false","0.013508733329556249","19.399999618530273"
"1.5949238293482687E9","b8:27:eb:bf:9d:51","0.006273175586557719","50.4","false","0.009073124581063635","false","0.024488803706420134","21.5"
"1.5949238303244004E9","1c:bf:ce:15:ec:4d","0.003646141193032885","62.70000076293945","true","0.006127506712323618","false","0.016101685036284546","26.399999618530273"
"1.5949238330341275E9","b8:27:eb:bf:9d:51","0.006289959244112523","50.4","false","0.009090678599844266","false","0.024539416587825914","21.5"
"1.594923835737283E9","1c:bf:ce:15:ec:4d","0.0036401588799722454","62.70000076293945","true","0.006120232279934415","false","0.016081266987310577","26.399999618530273"
"1.5949238366901627E9","b8:27:eb:bf:9d:51","0.006244102388106508","50.4","false","0.00904268615987951","false","0.024401057514921592","21.6"
